# Time-averaged data for fix cold1
# TimeStep f_Cold
1187000 664.062
1188000 664.83
1189000 665.603
1190000 665.056
1191000 664.038
1192000 664.768
1193000 666.882
1194000 666.524
1195000 666.241
1196000 666.929
1197000 668.111
1198000 667.464
1199000 669.132
1200000 669.342
1201000 669.37
1202000 669.064
1203000 669.49
1204000 670.792
1205000 671.645
1206000 673.775
1207000 673.635
1208000 673.542
1209000 673.442
1210000 672.711
1211000 673.301
1212000 673.995
1213000 675.511
1214000 675.62
1215000 676.091
1216000 676.971
1217000 676.103
1218000 676.97
1219000 678.855
1220000 677.977
1221000 679.473
1222000 681.485
1223000 681.808
1224000 682.941
1225000 682.215
1226000 681.473
1227000 682.157
1228000 681.72
1229000 681.184
1230000 681.806
1231000 681.689
1232000 684.396
1233000 684.802
1234000 685.292
1235000 685.222
1236000 686.955
1237000 687.822
1238000 688.255
1239000 689.247
1240000 689.612
1241000 688.827
1242000 690.203
1243000 689.811
1244000 691.512
1245000 691.256
1246000 692.212
1247000 693.796
1248000 693.412
1249000 693.855
1250000 693.499
1251000 694.045
1252000 694.391
1253000 695.989
1254000 697.358
1255000 696.944
1256000 696.901
1257000 696.465
1258000 697.401
1259000 696.921
1260000 697.694
1261000 699.01
1262000 700.722
1263000 700.313
1264000 699.564
1265000 699.23
1266000 698.526
1267000 699.915
1268000 700.673
1269000 701.864
1270000 703.968
1271000 704.034
1272000 704.529
1273000 707.765
1274000 707.213
1275000 706.818
1276000 707.179
1277000 707.638
1278000 706.754
1279000 710.34
1280000 710.864
1281000 710.882
1282000 711.677
1283000 712.105
1284000 713.014
1285000 713.987
1286000 714.117
1287000 714.874
1288000 715.96
1289000 716.81
1290000 717.145
1291000 718.785
1292000 720.569
1293000 721.432
1294000 722.171
1295000 723.675
1296000 725.096
1297000 726.038
1298000 726.121
1299000 728.152
1300000 727.814
1301000 727.958
1302000 727.97
1303000 730.336
1304000 730.348
1305000 730.789
1306000 729.789
1307000 732.031
1308000 731.912
1309000 731.874
1310000 732.289
1311000 734.146
1312000 734.917
1313000 734.432
1314000 735.865
1315000 736.978
1316000 736.686
1317000 738.084
1318000 739.484
1319000 740.273
1320000 741.12
1321000 742.19
1322000 742.8
1323000 743.085
1324000 742.848
1325000 741.644
1326000 740.768
1327000 741.108
1328000 741.086
1329000 741.49
1330000 741.656
1331000 741.261
1332000 741.872
1333000 741.072
1334000 740.81
1335000 740.968
1336000 742.415
1337000 743.718
1338000 745.186
1339000 744.329
1340000 745.515
1341000 746.558
1342000 746.504
1343000 745.877
1344000 745.269
1345000 745.685
1346000 747.839
1347000 747.838
1348000 747.058
1349000 746.821
1350000 747.794
1351000 748.627
1352000 749.412
1353000 750.425
1354000 751.607
1355000 751.417
1356000 753.026
1357000 752.435
1358000 753.754
1359000 754.291
1360000 753.131
1361000 753.577
1362000 754.422
1363000 754.996
1364000 755.997
1365000 756.318
1366000 756.752
1367000 756.844
1368000 757.837
1369000 757.787
1370000 759.204
1371000 760.91
1372000 761.1
1373000 760.345
1374000 760.144
1375000 761.822
1376000 761.606
1377000 762.621
1378000 762.671
1379000 764.07
1380000 765.573
1381000 766.835
1382000 767.088
1383000 767.546
1384000 767.227
1385000 767.403
1386000 769.521
1387000 769.69
1388000 770.987
1389000 774.241
1390000 775.243
1391000 776.906
1392000 779.187
1393000 778.833
1394000 779.492
1395000 779.499
1396000 779.206
1397000 781.18
1398000 781.145
1399000 781.903
1400000 781.886
