# Time-averaged data for fix hot1
# TimeStep f_Hot
1539000 -869.38
1540000 -870.267
1541000 -868.927
1542000 -869.706
1543000 -868.535
1544000 -870.476
1545000 -871.04
1546000 -870.759
1547000 -871.833
1548000 -871.582
1549000 -871.721
1550000 -872.544
1551000 -872.743
1552000 -873.164
1553000 -873.942
1554000 -875.72
1555000 -876.964
1556000 -878.095
1557000 -879.604
1558000 -879.958
1559000 -879.45
1560000 -880.03
1561000 -880.054
1562000 -880.794
1563000 -881.47
1564000 -880.79
1565000 -881.187
1566000 -882.893
1567000 -883.35
1568000 -885.174
1569000 -886.565
1570000 -887.06
1571000 -887.596
1572000 -887.89
1573000 -888.49
1574000 -888.202
1575000 -888.597
1576000 -889.386
1577000 -890.515
1578000 -890.932
1579000 -891.261
1580000 -891.012
1581000 -891.58
1582000 -891.668
1583000 -892.422
1584000 -892.039
1585000 -891.979
1586000 -892.336
1587000 -894.197
1588000 -894.03
1589000 -894.755
1590000 -895.208
1591000 -896.021
1592000 -897.096
1593000 -897.827
1594000 -898.305
1595000 -898.385
1596000 -899.391
1597000 -899.775
1598000 -900.119
1599000 -901.024
1600000 -901.128
1601000 -900.805
1602000 -900.398
1603000 -902.682
1604000 -903.762
1605000 -904.311
1606000 -904.232
1607000 -904.439
1608000 -905.351
1609000 -907.045
1610000 -906.01
1611000 -905.666
1612000 -907.01
1613000 -907.39
1614000 -908.585
1615000 -910.35
1616000 -912.498
1617000 -913.086
1618000 -913.379
1619000 -913.715
1620000 -914.347
1621000 -914.236
1622000 -915.816
1623000 -916.294
1624000 -917.49
1625000 -918.2
1626000 -918.625
1627000 -919.968
