# Time-averaged data for fix 4
# TimeStep f_cold f_hot
917000 420.85 -424.933
918000 422.029 -426.08
919000 421.938 -425.077
920000 423.77 -424.081
921000 424.399 -425.511
922000 423.529 -426.265
923000 423.146 -427.28
924000 424.518 -427.662
925000 424.161 -427.7
926000 425.731 -428.713
927000 426.698 -427.16
928000 428.114 -428.369
929000 428.985 -428.237
930000 429.411 -428.582
931000 430.041 -429.831
932000 430.221 -429.188
933000 430.148 -430.45
934000 430.11 -430.749
935000 431.908 -431.347
936000 430.715 -431.906
937000 432.586 -433.108
938000 432.654 -433.849
939000 433.559 -435.034
940000 433.392 -436.858
941000 434.143 -435.859
942000 434.671 -435.231
943000 435.384 -434.946
944000 436.177 -436.508
945000 436.367 -438.15
946000 436.761 -438.266
947000 438.567 -436.246
948000 437.81 -436.492
949000 438.789 -437.468
950000 438.129 -438.363
951000 439.479 -439.476
952000 439.73 -440.035
953000 441.417 -441.396
954000 440.96 -440.121
955000 441.298 -440.01
956000 441.595 -440.64
957000 443.164 -441.639
958000 441.62 -441.12
959000 442.595 -441.846
960000 441.74 -441.921
961000 442.649 -442.004
962000 442.074 -444.403
963000 443.96 -444.603
964000 443.954 -445.115
965000 444.154 -447.288
966000 443.495 -447.11
967000 444.951 -447.802
968000 445.222 -445.99
969000 445.586 -448.866
970000 445.67 -449.064
971000 445.801 -447.805
972000 446.27 -447.57
973000 447.591 -448.266
974000 447.358 -448.975
975000 446.669 -449.082
976000 447.023 -450.263
977000 447.992 -450.53
978000 448.101 -450.916
979000 449.281 -449.681
980000 449.64 -450.832
981000 450.066 -450.199
982000 450.061 -451.117
983000 450.844 -452.411
984000 452.832 -453.216
985000 452.222 -453.002
986000 452.536 -454.558
987000 452.838 -454.281
988000 452.989 -455.595
989000 453.5 -456.171
990000 455.713 -455.799
991000 455.095 -456.061
992000 456.215 -454.551
993000 457.638 -455.343
994000 458.761 -454.797
995000 458.735 -455.685
996000 459.68 -456.035
997000 460.684 -455.769
998000 460.365 -456.393
999000 461.678 -456.147
1000000 462.951 -456.37
1001000 462.588 -457.164
1002000 463.082 -458.778
1003000 464.106 -460.475
1004000 465.21 -461.394
1005000 463.847 -461.917
1006000 462.961 -460.561
1007000 462.847 -462.087
1008000 462.587 -462.521
1009000 463.601 -462.518
1010000 465.245 -463.828
1011000 464.949 -465.113
1012000 465.347 -465.319
1013000 466.595 -465.556
1014000 466.736 -466.064
1015000 465.155 -467.328
1016000 465.895 -468.911
1017000 464.439 -469.503
1018000 467.063 -470.429
1019000 465.957 -471.127
1020000 465.48 -471.449
1021000 465.25 -471.626
1022000 466.155 -471.852
1023000 466.676 -475.11
1024000 467.679 -474.468
1025000 468.004 -474.788
1026000 468.573 -474.965
1027000 468.741 -473.784
1028000 469.669 -474.244
1029000 469.862 -474.922
1030000 471.373 -474.878
1031000 470.204 -474.504
1032000 469.98 -475.14
1033000 472.252 -476.36
1034000 472.977 -475.909
1035000 473.292 -477.338
1036000 474.298 -477.824
1037000 474.994 -478.029
1038000 475.839 -478.005
1039000 477.245 -479.635
1040000 477.623 -479.201
1041000 478.465 -478.835
1042000 478.244 -479.834
1043000 478.366 -481.619
1044000 480.293 -482.553
1045000 481.205 -482.626
1046000 481.813 -484.668
1047000 481.68 -484.461
1048000 481.853 -486.131
1049000 482.529 -485.282
1050000 482.663 -486.247
1051000 484.079 -487.339
1052000 484.357 -487.326
1053000 484.062 -487.928
1054000 485.119 -487.678
1055000 484.716 -488.879
1056000 485.652 -487.21
1057000 486.191 -487.782
1058000 485.882 -488.198
1059000 486.219 -488.927
1060000 486.555 -491.173
1061000 486.505 -491.543
1062000 486.454 -490.518
1063000 486.963 -492.675
1064000 486.217 -493.837
1065000 487.646 -493.94
1066000 488.211 -494.058
1067000 487.272 -494.332
1068000 487.621 -494.367
1069000 489.199 -494.97
1070000 489.588 -495.111
1071000 489.006 -496.311
1072000 491.469 -497.031
1073000 492.96 -497.958
1074000 492.698 -497.083
1075000 492.57 -497.841
1076000 493.431 -497.852
1077000 495.117 -497.435
1078000 496.071 -497.848
1079000 496.595 -497.915
1080000 495.121 -498.061
1081000 496.75 -499.221
1082000 496.616 -499.83
1083000 496.702 -500.304
1084000 497.12 -501.838
1085000 498.048 -501.818
1086000 498.475 -501.88
1087000 498.696 -502.001
1088000 499.612 -502.151
1089000 500.312 -503.61
1090000 501.662 -505.107
1091000 502.41 -504.501
1092000 502.06 -504.614
1093000 502.016 -506.066
1094000 503.645 -505.542
1095000 504.96 -507.318
1096000 505.544 -506.111
1097000 507.017 -507.406
1098000 506.525 -507.882
1099000 506.15 -509.394
1100000 507.811 -509.698
1101000 508.08 -510.075
1102000 509.158 -509.48
1103000 509.658 -510.958
1104000 510.046 -511.281
1105000 509.995 -511.377
1106000 511.182 -511.273
1107000 512.474 -511.977
1108000 513.024 -511.928
1109000 513.896 -512.645
1110000 513.679 -514.103
1111000 515.141 -515.816
